id_imovel,localidade,tipo,area_m2,quartos,banheiros,vagas_garagem,idade_anos,preco_venda
IMV-10323,Vicente Pires,Casa,288.0,3.0,3.0,3.0,9.0,1308276.0
IMV-10324,Niquelândia,Casa,125.0,3.0,3.0,2.0,10.0,231108.0
IMV-10325,Cristalina,Casa,456.0,3.0,,4.0,18.0,1251197.0
IMV-10326,Fercal,Casa,171.0,4.0,,4.0,16.0,309478.0
IMV-10327,São Sebastião,Casa,433.0,3.0,4.0,2.0,15.0,1380327.0
IMV-10328,Sobradinho II,Casa,594.0,5.0,7.0,3.0,33.0,1658336.0
IMV-10329,Núcleo Bandeirante,Apartamento,153.0,1.0,1.0,2.0,,594946.0
IMV-10330,Recanto das Emas,Apartamento,84.0,3.0,1.0,1.0,39.0,174232.0
IMV-10331,Abadiânia,Casa,169.0,3.0,3.0,2.0,0.0,374989.0
IMV-10332,Arapoangas,Casa,529.0,3.0,3.0,3.0,7.0,1239957.0
IMV-10333,SIA,Apartamento,97.0,1.0,1.0,1.0,26.0,
IMV-10334,Sobradinho II,Casa,400.0,3.0,5.0,4.0,9.0,1303808.0
IMV-10335,Cidade Ocidental,Casa,553.0,4.0,6.0,3.0,9.0,1418142.0
IMV-10336,Sobradinho,Casa,348.0,3.0,4.0,2.0,7.0,1307328.0
IMV-10337,Águas Claras,Apartamento,86.0,4.0,4.0,1.0,23.0,572093.0
IMV-10338,Ceilândia,Apartamento,122.0,2.0,2.0,1.0,8.0,364441.0
IMV-10339,Riacho Fundo,Casa,,4.0,5.0,3.0,29.0,1185835.0
IMV-10340,SIA,Apartamento,140.0,2.0,2.0,2.0,10.0,688726.0
IMV-10341,,Apartamento,141.0,3.0,2.0,1.0,18.0,1533445.0
IMV-10342,Alto Paraíso de Goiás,Casa,324.0,5.0,7.0,4.0,24.0,1026603.0
IMV-10343,Alto Paraíso de Goiás,Casa,406.0,5.0,7.0,3.0,1.0,1746634.0
IMV-10344,Flores de Goiás,Casa,305.0,5.0,5.0,3.0,,532488.0
IMV-10345,Água Fria de Goiás,Casa,347.0,4.0,5.0,3.0,9.0,501751.0
IMV-10346,São João d’Aliança,,195.0,4.0,5.0,3.0,14.0,378047.0
IMV-10347,26 de Setembro,Casa,392.0,5.0,6.0,2.0,36.0,
IMV-10348,Sudoeste / Octogonal,Apartamento,164.0,2.0,2.0,2.0,7.0,1889620.0
IMV-10349,Cristalina,Casa,181.0,4.0,5.0,4.0,38.0,334459.0
IMV-10350,Paranoá,Casa,221.0,4.0,5.0,3.0,18.0,560381.0
IMV-10351,Pirenópolis,Casa,329.0,5.0,7.0,4.0,1.0,1601424.0
IMV-10352,Formosa,Casa,578.0,3.0,4.0,,6.0,2103123.0
IMV-10353,Planaltina (GO),Casa,414.0,3.0,5.0,4.0,,867310.0
IMV-10354,Padre Bernardo,Casa,407.0,3.0,4.0,2.0,39.0,564882.0
IMV-10355,Alvorada do Norte,Casa,475.0,3.0,5.0,4.0,40.0,505030.0
IMV-10356,Candangolândia,Apartamento,51.0,3.0,3.0,0.0,25.0,145827.0
IMV-10357,São João d’Aliança,Casa,345.0,3.0,4.0,4.0,30.0,574052.0
IMV-10358,Planaltina (GO),Casa,173.0,4.0,5.0,,34.0,287461.0
IMV-10359,Santo Antônio do Descoberto,Casa,126.0,5.0,5.0,2.0,35.0,184361.0
IMV-10360,Núcleo Bandeirante,Apartamento,,4.0,1.0,1.0,32.0,412488.0
IMV-10361,Águas Lindas de Goiás,Casa,525.0,4.0,4.0,4.0,28.0,856517.0
IMV-10362,Santa Maria,Casa,315.0,4.0,6.0,3.0,23.0,851940.0
IMV-10363,Guará,Casa,552.0,3.0,3.0,3.0,30.0,2842143.0
IMV-10364,Pirenópolis,Casa,336.0,5.0,7.0,2.0,18.0,1102067.0
IMV-10365,Simolândia,Casa,328.0,4.0,4.0,3.0,26.0,424763.0
IMV-10366,Cavalcante,Casa,148.0,,6.0,3.0,19.0,270685.0
IMV-10367,SCIA / Estrutural,Casa,256.0,3.0,3.0,4.0,35.0,453905.0
IMV-10368,Vila Propício,Casa,294.0,5.0,7.0,3.0,26.0,314601.0
IMV-10369,Formosa,,371.0,4.0,4.0,4.0,16.0,1078810.0
IMV-10370,Asa Norte,Apartamento,176.0,4.0,4.0,1.0,15.0,1589929.0
IMV-10371,Brazlândia,,524.0,5.0,7.0,2.0,17.0,1294836.0
IMV-10372,Vicente Pires,,508.0,5.0,6.0,2.0,40.0,1829992.0
IMV-10373,Vicente Pires,Casa,264.0,5.0,6.0,4.0,20.0,1033704.0
IMV-10374,Alvorada do Norte,Casa,455.0,4.0,6.0,4.0,16.0,662851.0
IMV-10375,Taguatinga,Apartamento,53.0,4.0,4.0,1.0,26.0,208501.0
IMV-10376,,Casa,509.0,5.0,6.0,3.0,8.0,1984613.0
IMV-10377,Cruzeiro,Apartamento,138.0,2.0,2.0,1.0,39.0,641330.0
IMV-10378,Formosa,,187.0,3.0,5.0,,35.0,387317.0
IMV-10379,Park Way,Casa,,4.0,6.0,,16.0,1232930.0
IMV-10380,Abadiânia,Casa,152.0,4.0,5.0,3.0,0.0,391179.0
IMV-10381,Goianésia,Casa,430.0,,7.0,2.0,4.0,938414.0
IMV-10382,Luziânia,Casa,547.0,5.0,7.0,4.0,6.0,1284247.0
IMV-10383,Mimoso de Goiás,,550.0,3.0,3.0,4.0,32.0,649319.0
IMV-10384,Lago Sul,Casa,165.0,3.0,5.0,3.0,31.0,1229845.0
IMV-10385,Cristalina,Casa,212.0,3.0,3.0,3.0,27.0,460376.0
IMV-10386,Pirenópolis,Casa,462.0,4.0,5.0,4.0,7.0,1662711.0
IMV-10387,Novo Gama,Casa,426.0,3.0,4.0,3.0,15.0,1000664.0
IMV-10388,São Sebastião,Casa,142.0,3.0,3.0,2.0,18.0,414356.0
IMV-10389,Água Fria de Goiás,Casa,447.0,4.0,4.0,3.0,7.0,677137.0
IMV-10390,,Apartamento,109.0,3.0,3.0,1.0,25.0,303504.0
IMV-10391,Pirenópolis,Casa,221.0,3.0,,3.0,21.0,841465.0
IMV-10392,SCIA / Estrutural,Casa,306.0,4.0,6.0,2.0,2.0,669917.0
IMV-10393,Varjão,Apartamento,145.0,3.0,2.0,2.0,33.0,372139.0
IMV-10394,Alto Paraíso de Goiás,Casa,,5.0,5.0,4.0,38.0,1229148.0
IMV-10395,Vicente Pires,Casa,309.0,3.0,3.0,3.0,34.0,1004516.0
IMV-10396,Alexânia,Casa,178.0,4.0,6.0,4.0,3.0,494700.0
IMV-10397,Simolândia,Casa,531.0,5.0,7.0,3.0,26.0,721965.0
IMV-10398,Água Quente,Casa,275.0,3.0,4.0,,24.0,
IMV-10399,SCIA / Estrutural,Casa,120.0,4.0,5.0,3.0,4.0,258684.0
IMV-10400,Mimoso de Goiás,Casa,438.0,5.0,6.0,4.0,9.0,552971.0
IMV-10401,Arapoangas,Casa,304.0,5.0,6.0,4.0,19.0,656444.0
IMV-10402,,Casa,495.0,5.0,7.0,,29.0,925832.0
IMV-10403,Alexânia,Casa,572.0,3.0,3.0,3.0,12.0,1239650.0
IMV-10404,Samambaia,,52.0,2.0,1.0,0.0,36.0,165462.0
IMV-10405,Alexânia,Casa,405.0,4.0,,3.0,5.0,
IMV-10406,Sobradinho II,Casa,232.0,3.0,3.0,3.0,1.0,769589.0
IMV-10407,Água Fria de Goiás,Casa,282.0,5.0,7.0,2.0,30.0,371764.0
IMV-10408,Vila Boa,Casa,460.0,5.0,5.0,3.0,6.0,714832.0
IMV-10409,Águas Lindas de Goiás,Apartamento,,1.0,1.0,1.0,17.0,261541.0
IMV-10410,Sol Nascente / Pôr do Sol,Apartamento,151.0,1.0,1.0,1.0,10.0,366325.0
IMV-10411,Arapoangas,Casa,241.0,4.0,5.0,2.0,11.0,539455.0
IMV-10412,Asa Sul,Apartamento,76.0,3.0,1.0,1.0,26.0,611241.0
IMV-10413,Valparaíso de Goiás,,106.0,1.0,1.0,2.0,27.0,243729.0
IMV-10414,Mimoso de Goiás,Casa,272.0,5.0,7.0,3.0,37.0,244259.0
IMV-10415,Noroeste,Apartamento,104.0,1.0,1.0,,17.0,1099922.0
IMV-10416,Alexânia,Casa,550.0,3.0,5.0,4.0,11.0,1468572.0
IMV-10417,Padre Bernardo,Casa,219.0,5.0,6.0,2.0,27.0,324225.0
IMV-10418,Gama,Casa,300.0,5.0,6.0,3.0,7.0,1205299.0
IMV-10419,Água Fria de Goiás,Casa,247.0,5.0,6.0,3.0,35.0,343310.0
IMV-10420,Planaltina (GO),,134.0,5.0,5.0,3.0,21.0,273905.0
IMV-10421,Vila Boa,Casa,313.0,5.0,6.0,3.0,32.0,346072.0
IMV-10422,Cristalina,,541.0,5.0,7.0,2.0,,1315113.0
IMV-10423,Noroeste,Apartamento,48.0,3.0,2.0,0.0,27.0,471825.0
IMV-10424,Vila Boa,Casa,594.0,5.0,7.0,4.0,13.0,889505.0
IMV-10425,Santo Antônio do Descoberto,,544.0,4.0,5.0,2.0,39.0,1000117.0
IMV-10426,Vila Boa,Casa,264.0,3.0,4.0,4.0,14.0,
IMV-10427,São João d’Aliança,Casa,569.0,4.0,5.0,2.0,,
IMV-10428,Simolândia,Casa,544.0,3.0,3.0,3.0,25.0,564801.0
IMV-10429,SCIA / Estrutural,Apartamento,169.0,3.0,1.0,2.0,2.0,454371.0
IMV-10430,Samambaia,Apartamento,168.0,3.0,3.0,2.0,36.0,453945.0
IMV-10431,Água Quente,Casa,573.0,4.0,6.0,,18.0,993087.0
IMV-10432,Flores de Goiás,Casa,490.0,4.0,5.0,2.0,14.0,646257.0
IMV-10433,Arniqueira,Casa,431.0,3.0,5.0,4.0,15.0,1769801.0
IMV-10434,SCIA / Estrutural,Apartamento,171.0,1.0,1.0,1.0,37.0,354587.0
IMV-10435,Luziânia,Casa,525.0,4.0,5.0,3.0,2.0,1587059.0
IMV-10436,Cidade Ocidental,Casa,290.0,3.0,4.0,3.0,,593852.0
IMV-10437,Abadiânia,Casa,419.0,3.0,4.0,3.0,20.0,702200.0
IMV-10438,Samambaia,Apartamento,144.0,1.0,1.0,1.0,1.0,502162.0
IMV-10439,Vicente Pires,Casa,291.0,3.0,4.0,2.0,16.0,979500.0
IMV-10440,Pirenópolis,Casa,318.0,4.0,,2.0,32.0,967814.0
IMV-10441,Simolândia,Casa,201.0,4.0,4.0,2.0,33.0,192354.0
IMV-10442,São Sebastião,Casa,252.0,3.0,5.0,3.0,7.0,
IMV-10443,Vila Propício,Casa,,5.0,5.0,3.0,5.0,280334.0
IMV-10444,Núcleo Bandeirante,Apartamento,74.0,,1.0,2.0,19.0,312635.0
IMV-10445,Mimoso de Goiás,Casa,151.0,4.0,6.0,4.0,7.0,230662.0
IMV-10446,Lago Norte,,165.0,5.0,5.0,2.0,22.0,1179973.0
IMV-10447,Candangolândia,,,2.0,1.0,,31.0,160429.0
IMV-10448,Águas Lindas de Goiás,Casa,243.0,4.0,6.0,2.0,18.0,499534.0
IMV-10449,Luziânia,,328.0,4.0,5.0,2.0,17.0,634213.0
IMV-10450,Samambaia,Apartamento,167.0,1.0,1.0,2.0,25.0,530425.0
IMV-10451,Cabeceiras,Casa,507.0,5.0,7.0,3.0,6.0,823740.0
IMV-10452,Arapoangas,Casa,159.0,5.0,6.0,3.0,3.0,419456.0
IMV-10453,Lago Sul,Casa,495.0,4.0,6.0,4.0,18.0,5009693.0
IMV-10454,Sudoeste / Octogonal,Apartamento,151.0,4.0,4.0,1.0,6.0,1818959.0
IMV-10455,Recanto das Emas,Casa,166.0,,4.0,2.0,33.0,389879.0
IMV-10456,Valparaíso de Goiás,Apartamento,133.0,1.0,1.0,1.0,23.0,285957.0
IMV-10457,Alto Paraíso de Goiás,Casa,293.0,4.0,4.0,3.0,19.0,1026582.0
IMV-10458,Brazlândia,Casa,205.0,5.0,5.0,4.0,7.0,642222.0
IMV-10459,São João d’Aliança,,188.0,3.0,5.0,2.0,12.0,295785.0
IMV-10460,Recanto das Emas,Casa,387.0,,4.0,3.0,18.0,926699.0
IMV-10461,Simolândia,Casa,287.0,3.0,4.0,2.0,8.0,395608.0
IMV-10462,Goianésia,Casa,167.0,4.0,4.0,3.0,23.0,310724.0
IMV-10463,,Casa,572.0,3.0,5.0,3.0,33.0,1296650.0
IMV-10464,São Sebastião,Casa,259.0,3.0,5.0,2.0,5.0,901032.0
IMV-10465,Cristalina,,437.0,5.0,7.0,3.0,,1245670.0
IMV-10466,Paranoá,Casa,189.0,4.0,5.0,3.0,26.0,491722.0
IMV-10467,Brazlândia,Casa,558.0,4.0,5.0,2.0,17.0,1339601.0
IMV-10468,Alvorada do Norte,,416.0,5.0,5.0,3.0,17.0,585426.0
IMV-10469,Barro Alto,Casa,576.0,4.0,4.0,3.0,40.0,790201.0
IMV-10470,Riacho Fundo,Casa,354.0,5.0,,4.0,28.0,953915.0
IMV-10471,Pirenópolis,Casa,405.0,3.0,4.0,4.0,,1654601.0
IMV-10472,Alto Paraíso de Goiás,Casa,242.0,4.0,4.0,3.0,19.0,764932.0
IMV-10473,,Casa,404.0,5.0,6.0,4.0,6.0,1505771.0
IMV-10474,Asa Norte,,95.0,2.0,2.0,1.0,2.0,936580.0
IMV-10475,Fercal,Casa,289.0,3.0,3.0,3.0,1.0,577651.0
IMV-10476,Taguatinga,Casa,365.0,5.0,5.0,4.0,0.0,2050271.0
IMV-10477,Itapoã,Apartamento,129.0,2.0,1.0,2.0,38.0,284966.0
IMV-10478,Cidade Ocidental,Casa,554.0,5.0,7.0,2.0,36.0,1220341.0
IMV-10479,SIA,Apartamento,55.0,1.0,1.0,0.0,6.0,
IMV-10480,Jardim Botânico,Casa,570.0,5.0,6.0,3.0,33.0,2642888.0
IMV-10481,Ponte Alta,Casa,131.0,5.0,7.0,3.0,31.0,253988.0
IMV-10482,Abadiânia,Casa,579.0,4.0,6.0,3.0,9.0,1121152.0
IMV-10483,,Casa,496.0,3.0,3.0,2.0,20.0,853690.0
IMV-10484,Cruzeiro,Apartamento,88.0,,2.0,1.0,2.0,581039.0
IMV-10485,Ponte Alta,Casa,371.0,5.0,5.0,2.0,6.0,958927.0
IMV-10486,Santa Maria,Casa,136.0,5.0,6.0,2.0,36.0,353177.0
IMV-10487,Jardim Botânico,,306.0,5.0,6.0,2.0,22.0,1782397.0
IMV-10488,Águas Lindas de Goiás,Casa,222.0,3.0,4.0,2.0,39.0,373655.0
IMV-10489,,Casa,566.0,3.0,5.0,3.0,9.0,2264820.0
IMV-10490,Niquelândia,Casa,480.0,3.0,5.0,4.0,38.0,568805.0
IMV-10491,Paranoá,Casa,360.0,3.0,5.0,3.0,7.0,956468.0
IMV-10492,Formosa,Casa,506.0,5.0,,4.0,12.0,1418751.0
IMV-10493,Sol Nascente / Pôr do Sol,Casa,404.0,5.0,5.0,3.0,26.0,618895.0
IMV-10494,Núcleo Bandeirante,Apartamento,73.0,1.0,1.0,,27.0,296772.0
IMV-10495,Park Way,Casa,265.0,5.0,5.0,3.0,,1876165.0
IMV-10496,Arniqueira,Casa,236.0,,4.0,3.0,37.0,697853.0
IMV-10497,Sobradinho II,Casa,450.0,3.0,5.0,4.0,26.0,1112852.0
IMV-10498,Formosa,Casa,375.0,4.0,6.0,2.0,28.0,979630.0
IMV-10499,São Sebastião,Casa,321.0,3.0,5.0,4.0,33.0,692946.0
IMV-10500,,Apartamento,152.0,3.0,1.0,1.0,3.0,541954.0
IMV-10501,Cavalcante,Casa,587.0,4.0,6.0,3.0,12.0,1324996.0
IMV-10502,Águas Claras,Apartamento,149.0,2.0,2.0,1.0,3.0,1333908.0
IMV-10503,Pirenópolis,Casa,546.0,4.0,6.0,3.0,14.0,2228557.0
IMV-10504,Planaltina,Apartamento,123.0,1.0,,1.0,14.0,323067.0
IMV-10505,Pirenópolis,Casa,348.0,5.0,6.0,2.0,14.0,1254941.0
IMV-10506,Luziânia,Casa,568.0,3.0,5.0,3.0,14.0,1168666.0
IMV-10507,Formosa,,237.0,3.0,3.0,2.0,38.0,599772.0
IMV-10508,26 de Setembro,,201.0,3.0,5.0,2.0,32.0,342674.0
IMV-10509,Noroeste,Apartamento,111.0,2.0,1.0,1.0,11.0,1231898.0
IMV-10510,Goianésia,Casa,154.0,5.0,5.0,2.0,27.0,317255.0
IMV-10511,Planaltina (GO),Casa,514.0,3.0,5.0,4.0,5.0,1006613.0
IMV-10512,Taguatinga,Casa,364.0,5.0,6.0,2.0,21.0,1663518.0
IMV-10513,Cavalcante,Casa,477.0,4.0,6.0,2.0,15.0,1052001.0
IMV-10514,Lago Norte,Casa,432.0,5.0,5.0,2.0,18.0,4030002.0
IMV-10515,Cidade Ocidental,Casa,155.0,5.0,7.0,4.0,16.0,365165.0
IMV-10516,Águas Claras,Apartamento,97.0,4.0,1.0,,25.0,
IMV-10517,Núcleo Bandeirante,Apartamento,103.0,3.0,1.0,1.0,40.0,
IMV-10518,Jardim Botânico,Casa,437.0,,6.0,4.0,10.0,2491479.0
IMV-10519,Alexânia,Casa,344.0,3.0,5.0,2.0,37.0,
IMV-10520,Paranoá,Casa,223.0,5.0,5.0,2.0,23.0,529156.0
IMV-10521,Niquelândia,Casa,509.0,4.0,4.0,4.0,17.0,816467.0
IMV-10522,São João d’Aliança,,137.0,3.0,3.0,4.0,36.0,
IMV-10523,Sobradinho II,Casa,595.0,5.0,7.0,4.0,32.0,1347406.0
IMV-10524,Asa Sul,Apartamento,101.0,1.0,1.0,2.0,4.0,1151085.0
IMV-10525,Planaltina (GO),Casa,346.0,4.0,,2.0,40.0,591573.0
IMV-10526,Cabeceira Grande,Casa,366.0,5.0,5.0,3.0,32.0,396560.0
IMV-10527,Valparaíso de Goiás,,148.0,4.0,3.0,2.0,19.0,352748.0
IMV-10528,Taguatinga,Apartamento,60.0,3.0,1.0,1.0,39.0,188532.0
IMV-10529,Sudoeste / Octogonal,Apartamento,61.0,4.0,1.0,1.0,18.0,687625.0
IMV-10530,Formosa,Casa,171.0,3.0,3.0,2.0,3.0,514269.0
IMV-10531,Varjão,Apartamento,132.0,3.0,,2.0,16.0,
IMV-10532,Sobradinho II,Casa,372.0,5.0,7.0,3.0,10.0,1391881.0
IMV-10533,,Casa,318.0,4.0,5.0,2.0,,667904.0
IMV-10534,Novo Gama,Casa,404.0,4.0,5.0,3.0,6.0,865981.0
IMV-10535,Luziânia,Casa,266.0,5.0,7.0,2.0,39.0,476109.0
IMV-10536,Varjão,Apartamento,83.0,2.0,2.0,1.0,25.0,
IMV-10537,Alto Paraíso de Goiás,Casa,296.0,5.0,7.0,2.0,34.0,901308.0
IMV-10538,Mimoso de Goiás,Casa,251.0,4.0,5.0,2.0,,318455.0
IMV-10539,Formosa,Casa,544.0,,6.0,3.0,3.0,1819670.0
IMV-10540,Asa Norte,Apartamento,138.0,3.0,3.0,1.0,34.0,977663.0
IMV-10541,Vicente Pires,Casa,346.0,5.0,5.0,2.0,23.0,
IMV-10542,SIA,Apartamento,44.0,3.0,1.0,0.0,25.0,182751.0
IMV-10543,Gama,Apartamento,94.0,2.0,1.0,1.0,36.0,273016.0
IMV-10544,Cavalcante,Casa,473.0,4.0,5.0,2.0,31.0,853493.0
IMV-10545,Flores de Goiás,Casa,341.0,5.0,5.0,3.0,27.0,420695.0
IMV-10546,Cristalina,Casa,538.0,3.0,3.0,3.0,13.0,1666468.0
IMV-10547,Flores de Goiás,Casa,325.0,5.0,5.0,2.0,29.0,398575.0
IMV-10548,Lago Sul,Casa,599.0,5.0,,3.0,26.0,4818776.0
IMV-10549,Águas Claras,Apartamento,96.0,4.0,1.0,1.0,19.0,673176.0
IMV-10550,Park Way,Casa,403.0,5.0,6.0,2.0,18.0,2808714.0
IMV-10551,,Casa,407.0,4.0,5.0,4.0,34.0,663556.0
IMV-10552,Luziânia,Casa,297.0,5.0,,2.0,4.0,842788.0
IMV-10553,Asa Sul,Apartamento,111.0,1.0,1.0,2.0,1.0,1072057.0
IMV-10554,Asa Sul,Apartamento,156.0,1.0,1.0,2.0,40.0,
IMV-10555,Cocalzinho de Goiás,Casa,293.0,4.0,4.0,3.0,5.0,762720.0
IMV-10556,Alto Paraíso de Goiás,Casa,290.0,3.0,5.0,,24.0,911042.0
IMV-10557,Asa Sul,Apartamento,152.0,4.0,4.0,2.0,31.0,1240039.0
IMV-10558,Vila Boa,Casa,147.0,3.0,,3.0,24.0,152744.0
IMV-10559,Novo Gama,Casa,254.0,4.0,5.0,4.0,39.0,378993.0
IMV-10560,Núcleo Bandeirante,Casa,130.0,3.0,4.0,3.0,0.0,548521.0
IMV-10561,Abadiânia,Casa,216.0,3.0,5.0,3.0,12.0,425905.0
IMV-10562,Alvorada do Norte,Casa,,3.0,4.0,3.0,40.0,
IMV-10563,Lago Norte,Casa,595.0,5.0,7.0,,29.0,4983561.0
IMV-10564,Recanto das Emas,Casa,184.0,4.0,4.0,3.0,1.0,613153.0
IMV-10565,Arapoangas,Casa,373.0,5.0,,3.0,18.0,892937.0
IMV-10566,Pirenópolis,Casa,367.0,4.0,6.0,2.0,12.0,1516781.0
IMV-10567,Fercal,Casa,293.0,4.0,5.0,2.0,29.0,449734.0
IMV-10568,Alto Paraíso de Goiás,Casa,575.0,3.0,4.0,3.0,29.0,1560891.0
IMV-10569,Alto Paraíso de Goiás,Casa,459.0,5.0,5.0,4.0,4.0,2090424.0
IMV-10570,Santa Maria,Casa,361.0,3.0,4.0,2.0,16.0,1126244.0
IMV-10571,Fercal,Casa,271.0,5.0,5.0,4.0,10.0,476564.0
IMV-10572,Flores de Goiás,Casa,186.0,3.0,5.0,2.0,31.0,185911.0
IMV-10573,Água Quente,Casa,251.0,5.0,6.0,2.0,33.0,396449.0
IMV-10574,Formosa,Casa,578.0,3.0,5.0,2.0,5.0,1947094.0
IMV-10575,Vicente Pires,Casa,425.0,4.0,,4.0,1.0,2059661.0
IMV-10576,Cidade Ocidental,Casa,133.0,5.0,5.0,2.0,3.0,362161.0
IMV-10577,Park Way,Casa,,4.0,5.0,3.0,2.0,3789445.0
IMV-10578,Cristalina,Casa,391.0,5.0,7.0,2.0,39.0,751368.0
IMV-10579,Asa Norte,Apartamento,101.0,3.0,3.0,1.0,7.0,1072384.0
IMV-10580,,Apartamento,166.0,2.0,2.0,2.0,30.0,
IMV-10581,Cavalcante,Casa,371.0,3.0,5.0,3.0,29.0,
IMV-10582,Alvorada do Norte,Casa,565.0,5.0,7.0,3.0,20.0,723588.0
IMV-10583,Cruzeiro,,127.0,1.0,1.0,2.0,19.0,796722.0
IMV-10584,Arniqueira,,389.0,5.0,7.0,2.0,32.0,1132183.0
IMV-10585,,Casa,173.0,4.0,4.0,2.0,10.0,626004.0
IMV-10586,Luziânia,Casa,259.0,3.0,3.0,4.0,38.0,428548.0
IMV-10587,Vicente Pires,Casa,350.0,4.0,5.0,3.0,26.0,1309560.0
IMV-10588,Lago Norte,Casa,597.0,3.0,3.0,3.0,33.0,4983731.0
IMV-10589,Alexânia,Casa,470.0,5.0,5.0,3.0,23.0,887409.0
IMV-10590,Santa Maria,Casa,164.0,,6.0,2.0,20.0,496257.0
IMV-10591,Padre Bernardo,Casa,232.0,3.0,4.0,3.0,18.0,430570.0
IMV-10592,Luziânia,Casa,465.0,4.0,6.0,4.0,23.0,847734.0
IMV-10593,Arniqueira,Casa,175.0,5.0,7.0,2.0,8.0,768127.0
IMV-10594,Valparaíso de Goiás,Apartamento,158.0,3.0,2.0,1.0,18.0,473944.0
IMV-10595,Luziânia,Casa,307.0,4.0,5.0,4.0,38.0,560933.0
IMV-10596,Sobradinho II,Casa,187.0,3.0,4.0,4.0,17.0,636803.0
IMV-10597,Sobradinho II,Casa,,5.0,7.0,2.0,40.0,957908.0
IMV-10598,Águas Claras,Apartamento,76.0,,1.0,,25.0,423818.0
IMV-10599,Planaltina (GO),Casa,190.0,5.0,6.0,,34.0,345696.0
IMV-10600,Fercal,Casa,580.0,4.0,5.0,3.0,,959863.0
IMV-10601,Pirenópolis,Casa,358.0,4.0,4.0,4.0,36.0,1036088.0
IMV-10602,Riacho Fundo,Apartamento,137.0,4.0,2.0,2.0,,366431.0
IMV-10603,Ceilândia,Apartamento,82.0,4.0,3.0,1.0,1.0,274384.0
IMV-10604,Niquelândia,Casa,216.0,5.0,7.0,4.0,5.0,394370.0
IMV-10605,Sudoeste / Octogonal,Apartamento,77.0,4.0,,2.0,32.0,729130.0
IMV-10606,Arapoangas,Casa,508.0,4.0,5.0,4.0,14.0,1028540.0
IMV-10607,,Casa,424.0,,7.0,3.0,36.0,1140882.0
IMV-10608,SCIA / Estrutural,Casa,460.0,5.0,7.0,4.0,37.0,906043.0
IMV-10609,Núcleo Bandeirante,Apartamento,128.0,4.0,4.0,2.0,31.0,390843.0
IMV-10610,Lago Norte,Casa,355.0,5.0,7.0,2.0,28.0,2335783.0
IMV-10611,Ceilândia,Apartamento,66.0,3.0,2.0,1.0,27.0,199337.0
IMV-10612,Sobradinho II,Casa,344.0,4.0,5.0,4.0,38.0,849115.0
IMV-10613,Samambaia,Apartamento,134.0,,1.0,2.0,,391423.0
IMV-10614,Cabeceiras,Casa,,5.0,7.0,3.0,23.0,333066.0
IMV-10615,Alto Paraíso de Goiás,Casa,407.0,5.0,5.0,3.0,23.0,1387528.0
IMV-10616,Sobradinho II,Casa,400.0,5.0,6.0,4.0,1.0,
IMV-10617,Núcleo Bandeirante,Apartamento,146.0,1.0,1.0,1.0,27.0,533817.0
IMV-10618,Taguatinga,Casa,193.0,4.0,6.0,4.0,16.0,851476.0
IMV-10619,Noroeste,Apartamento,141.0,4.0,2.0,1.0,35.0,1356067.0
IMV-10620,Sobradinho,Casa,139.0,5.0,6.0,4.0,39.0,497947.0
IMV-10621,Recanto das Emas,Casa,225.0,5.0,5.0,,11.0,
IMV-10622,Paranoá,Apartamento,,1.0,1.0,2.0,33.0,296721.0
IMV-10623,Noroeste,Apartamento,107.0,3.0,2.0,2.0,31.0,905278.0
IMV-10624,Niquelândia,Casa,476.0,4.0,4.0,3.0,17.0,738015.0
IMV-10625,Planaltina (GO),Casa,522.0,5.0,6.0,2.0,37.0,876166.0
IMV-10626,Alexânia,Casa,471.0,5.0,6.0,4.0,34.0,812429.0
IMV-10627,Planaltina,Casa,500.0,5.0,,4.0,12.0,1441388.0
IMV-10628,Brazlândia,Casa,419.0,4.0,5.0,2.0,1.0,1372422.0
IMV-10629,Lago Sul,Casa,343.0,5.0,5.0,2.0,4.0,3696597.0
IMV-10630,Barro Alto,Casa,340.0,3.0,4.0,2.0,1.0,593707.0
IMV-10631,Cabeceiras,Casa,182.0,5.0,5.0,3.0,8.0,294846.0
IMV-10632,Valparaíso de Goiás,Apartamento,52.0,2.0,1.0,1.0,5.0,168996.0
IMV-10633,Sol Nascente / Pôr do Sol,Casa,251.0,,6.0,3.0,6.0,632012.0
IMV-10634,,Casa,482.0,4.0,6.0,2.0,6.0,
IMV-10635,Guará,Apartamento,49.0,3.0,2.0,0.0,31.0,260143.0
IMV-10636,Abadiânia,Casa,478.0,4.0,,3.0,15.0,906282.0
IMV-10637,Lago Norte,Casa,128.0,5.0,6.0,4.0,8.0,1087222.0
IMV-10638,Goianésia,Casa,398.0,3.0,5.0,3.0,21.0,912132.0
IMV-10639,Planaltina,Casa,234.0,4.0,4.0,3.0,38.0,480770.0
IMV-10640,Planaltina (GO),Casa,371.0,4.0,6.0,2.0,3.0,984792.0
IMV-10641,Cocalzinho de Goiás,Casa,324.0,4.0,,,33.0,510819.0
IMV-10642,Samambaia,Apartamento,41.0,1.0,1.0,1.0,4.0,179718.0
IMV-10643,Padre Bernardo,Casa,377.0,4.0,6.0,3.0,15.0,659852.0
IMV-10644,Arniqueira,Casa,193.0,3.0,5.0,3.0,8.0,910592.0
